date,registration,cause
"Sep 10, 1937",HB-AMO,Human factor
"Aug 28, 1937",F-AMMR,Human factor
"Aug 27, 1937",VH-URC,Human factor
"Aug 23, 1937",0158,Human factor
"Aug 21, 1937",G-ACZX,Human factor
"Aug 17, 1937",G-AEEK,Human factor
"Aug 15, 1937",CF-CDG,Human factor
"Aug 12, 1937",URSS-N209,Human factor
"Aug 2, 1937",NC15065,Human factor
"Jul 30, 1937",K6312,Human factor
"Jul 23, 1937",,Human factor
"Jul 22, 1937",K6875,Human factor
"Jul 21, 1937",K6313,Human factor
"Jul 18, 1937",K1858,Human factor
"Jul 17, 1937",K7049,Human factor
"Jul 14, 1937",,Human factor
"Jul 9, 1937",CCCP-Sh630,Human factor
"Jun 27, 1937",CCCP-L176,Human factor
"Jun 19, 1937",VH-UAN,Human factor
"Jun 19, 1937",VH-UAV,Human factor
"Jun 9, 1937",VH-ULH,Human factor
"Jun 3, 1937",41-1,Human factor
"May 29, 1937",EI-AAJ,Human factor
"May 27, 1937",CCCP-Sh938,Human factor
"Apr 29, 1937",K6950,Human factor
"Apr 29, 1937",K6945,Human factor
"Apr 3, 1937",PH-ALP,Human factor
"Mar 27, 1937",5,Human factor
"Mar 25, 1937",ZK-ACI,Human factor
"Mar 25, 1937",K6940,Human factor
"Mar 24, 1937",G-ADVA,Human factor
"Mar 12, 1937",K7036,Human factor
"Feb 22, 1937",07+B40,Human factor
"Feb 18, 1937",CCCP-L1731,Human factor
"Feb 10, 1937",CCCP-L167,Human factor
"Feb 9, 1937",NC16073,Human factor
"Feb 9, 1937",CCCP-L2095,Human factor
"Feb 3, 1937",K6252,Human factor
"Feb 2, 1937",G-AEHC,Human factor
"Feb 1, 1937",62-1,Human factor
"Feb 1, 1937",K6267,Human factor
"Jan 22, 1937",G-ADBZ,Human factor
"Jan 19, 1937",PH-MAG,Human factor
"Jan 19, 1937",VH-UPQ,Human factor
"Jan 12, 1937",NC13315,Human factor
"Jan 11, 1937",XA-BEO,Human factor
"Jan 11, 1937",K4564,Human factor
"Dec 27, 1936",NC13355,Human factor
"Dec 26, 1936",CCCP-M50,Human factor
"Dec 23, 1936",SE-AET,Human factor
"Dec 23, 1936",VH-AUL,Human factor
"Dec 19, 1936",NC13732,Human factor
"Dec 18, 1936",NC14935,Human factor
"Dec 15, 1936",NC13370,Human factor
"Dec 14, 1936",,Human factor
"Dec 10, 1936",CCCP-Sh869,Human factor
"Dec 9, 1936",PH-AKL,Human factor
"Dec 9, 1936",A7-31,Human factor
"Dec 3, 1936",PH-VDL,Human factor
"Dec 1, 1936",SP-AYB,Human factor
"Nov 23, 1936",NC13319,Human factor
"Nov 20, 1936",G-ADEM,Human factor
"Nov 19, 1936",G-AEOT,Human factor
"Nov 17, 1936",D-ASUI,Human factor
"Nov 12, 1936",135,Human factor
"Nov 12, 1936",140,Human factor
"Nov 9, 1936",K6199,Human factor
"Nov 6, 1936",CCCP-D311,Human factor
"Nov 1, 1936",D-APOO,Human factor
"Oct 30, 1936",CCCP-L1706,Human factor
"Oct 11, 1936",NC14273,Human factor
"Oct 7, 1936",G-AECB,Human factor
"Oct 3, 1936",G-AAJN,Human factor
"Sep 29, 1936",5-5,Human factor
"Sep 15, 1936",K1982,Human factor
"Sep 9, 1936",E-282,Human factor
"Sep 5, 1936",NC11175,Human factor
"Sep 5, 1936",G-ADLP,Human factor
"Aug 29, 1936",ZS-ADV,Human factor
"Aug 20, 1936",G-ACVE,Human factor
"Aug 16, 1936",F-AMSN,Human factor
"Aug 7, 1936",G-ABZI,Human factor
"Aug 6, 1936",5-3,Human factor
"Aug 5, 1936",NC16022,Human factor
"Aug 4, 1936",CCCP-L2122,Human factor
"Jul 31, 1936",CCCP-L1918,Human factor
"Jul 31, 1936",CF-CEF,Human factor
"Jul 30, 1936",CCCP-K142,Human factor
"Jul 27, 1936",CCCP-L192,Human factor
"Jul 26, 1936",G-ACGD,Human factor
"Jul 26, 1936",D-AZUR,Human factor
"Jul 22, 1936",CCCP-L2030,Human factor
"Jul 20, 1936",,Human factor
"Jul 19, 1936",EC-VAA,Human factor
"Jun 30, 1936",G-EBYV,Human factor
"Jun 28, 1936",G-AEAS,Human factor
"Jun 21, 1936",CCCP-L996,Human factor
"Jun 20, 1936",G-EBRT,Human factor
"Jun 16, 1936",LN-DAE,Human factor
"Jun 9, 1936",SE-ABA,Human factor
"Jun 3, 1936",OE-DVH,Human factor
"Jun 3, 1936",D-UZON,Human factor
"May 23, 1936",G-ABWL,Human factor
"May 20, 1936",CCCP-L599,Human factor
"May 16, 1936",VH-UII,Human factor
"May 8, 1936",F-ANQG,Human factor
"May 3, 1936",NC13420,Human factor
"May 2, 1936",G-AAJA,Human factor
"Apr 30, 1936",HB-ITU,Human factor
"Apr 26, 1936",PK-SAI,Human factor
"Apr 22, 1936",G-CAKO,Human factor
"Apr 21, 1936",G-AARE,Human factor
"Apr 17, 1936",D-ASOR,Human factor
"Apr 15, 1936",I-AAXZ,Human factor
"Apr 11, 1936",NC824M,Human factor
"Apr 7, 1936",NC13721,Human factor
"Apr 5, 1936",32-173,Human factor
"Mar 26, 1936",XA-BCB,Human factor
"Mar 22, 1936",G-AAPC,Human factor
"Mar 17, 1936",K2350,Human factor
"Mar 6, 1936",CCCP-L1617,Human factor
"Mar 6, 1936",CCCP-L1744,Human factor
"Mar 5, 1936",K2346,Human factor
"Feb 28, 1936",HB-UXE,Human factor
"Feb 20, 1936",I-ALFA,Human factor
"Feb 19, 1936",VH-UUZ,Human factor
"Feb 19, 1936",ZK-AEI,Human factor
"Feb 19, 1936",K4034,Human factor
"Jan 29, 1936",NC13767,Human factor
"Jan 25, 1936",CCCP-L1781,Human factor
"Jan 24, 1936",32-132,Human factor
"Jan 24, 1936",32-118,Human factor
"Jan 22, 1936",CCCP-L1738,Human factor
"Jan 14, 1936",NC14274,Human factor
"Jan 12, 1936",,Human factor
"Jan 10, 1936",CCCP-L1532,Human factor
"Jan 7, 1936",CCCP-L1571,Human factor
"Dec 31, 1935",75,Human factor
"Dec 29, 1935",F-ANRY,Human factor
"Dec 29, 1935",J9827,Human factor
"Dec 24, 1935",D-UVOR,Human factor
"Dec 18, 1935",PH-AJJ,Human factor
"Dec 10, 1935",OO-AGN,Human factor
"Dec 4, 1935",F-ANRK,Human factor
"Nov 29, 1935",CCCP-L2140,Human factor
"Nov 25, 1935",CCCP-L1980,Human factor
"Nov 16, 1935",NC15107,Human factor
"Nov 10, 1935",NC13413,Human factor
"Nov 9, 1935",NC980Y,Human factor
"Nov 7, 1935",E-998,Human factor
"Oct 30, 1935",NC13323,Human factor
"Oct 26, 1935",G-ADEE,Human factor
"Oct 21, 1935",NC725K,Human factor
"Oct 7, 1935",NC13317,Human factor
"Oct 1, 1935",SE-AAB,Human factor
"Sep 27, 1935",CCCP-L1902,Human factor
"Sep 12, 1935",,Human factor
"Sep 9, 1935",ABD-21,Human factor
"Sep 5, 1935",,Human factor
"Sep 5, 1935",,Human factor
"Sep 1, 1935",NC13314,Human factor
"Aug 28, 1935",NC14621,Human factor
"Aug 20, 1935",G-CAKJ,Human factor
"Aug 15, 1935",NC14140,Human factor
"Aug 13, 1935",D-3,Human factor
"Aug 3, 1935",NC13722,Human factor
"Aug 2, 1935",LN-ABU,Human factor
"Jul 30, 1935",CCCP-L19,Human factor
"Jul 27, 1935",NC12393,Human factor
"Jul 21, 1935",ZK-ABM,Human factor
"Jul 20, 1935",G-ABYH,Human factor
"Jul 20, 1935",VH-UAS,Human factor
"Jul 5, 1935",CCCP-L1905,Human factor
"Jun 26, 1935",CCCP-L840,Human factor
"Jun 24, 1935",C-31,Human factor
"Jun 22, 1935",CCCP-L1734,Human factor
"Jun 20, 1935",ZK-ADO,Human factor
"Jun 20, 1935",I1H-32,Human factor
"Jun 13, 1935",,Human factor
"Jun 8, 1935",CCCP-Sh913,Human factor
"May 31, 1935",VT-AAN,Human factor
"May 28, 1935",NC10894,Human factor
"May 27, 1935",NC725W,Human factor
"May 24, 1935",D-AGAR,Human factor
"May 18, 1935",CCCP-I20,Human factor
"May 7, 1935",NC547V,Human factor
"May 1, 1935",NC891E,Human factor
"Apr 28, 1935",VT-ABR,Human factor
"Apr 28, 1935",VT-ADR,Human factor
"Apr 24, 1935",G-ABRD,Human factor
"Apr 18, 1935",CCCP-A525,Human factor
"Mar 21, 1935",BR.25,Human factor
"Mar 16, 1935",F-AJOK,Human factor
"Mar 10, 1935",CCCP-L1170,Human factor
"Feb 26, 1935",CCCP-L1057,Human factor
"Feb 25, 1935",CCCP-L619,Human factor
"Feb 15, 1935",K3595,Human factor
"Feb 10, 1935",G-AADI,Human factor
"Jan 19, 1935",ZK-ABQ,Human factor
"Jan 11, 1935",CCCP-L1522,Human factor
"Jan 9, 1935",K1978,Human factor
"Dec 25, 1934",CCCP-L544,Human factor
"Dec 22, 1934",EI-AAR,Human factor
"Dec 16, 1934",VH-UQQ,Human factor
"Dec 9, 1934",G-ACOH,Human factor
"Dec 8, 1934",G-AALJ,Human factor
"Nov 28, 1934",ZK-ADF,Human factor
"Nov 23, 1934",G-AAZN,Human factor
"Nov 17, 1934",NC13065,Human factor
"Nov 15, 1934",NC10809,Human factor
"Nov 15, 1934",CCCP-L786,Human factor
"Nov 15, 1934",VH-USG,Human factor
"Nov 12, 1934",OO-ANY,Human factor
"Nov 4, 1934",SE-ACN,Human factor
"Nov 2, 1934",VH-UHW,Human factor
"Oct 26, 1934",PH-OST,Human factor
"Oct 22, 1934",D-2831,Human factor
"Oct 18, 1934",F-3,Human factor
"Oct 2, 1934",G-ACPM,Human factor
"Sep 30, 1934",G-ACLV,Human factor
"Sep 13, 1934",ZK-ABS,Human factor
"Sep 10, 1934",,Human factor
"Sep 4, 1934",CCCP-L997,Human factor
"Aug 15, 1934",CCCP-X2,Human factor
"Aug 12, 1934",G-ACJM,Human factor
"Aug 7, 1934",NC14243,Human factor
"Aug 5, 1934",F-AILK,Human factor
"Jul 27, 1934",CCCP-L130,Human factor
"Jul 17, 1934",S1860,Human factor
"Jul 6, 1934",K3497,Human factor
"Jun 28, 1934",NC13454,Human factor
"Jun 23, 1934",VH-UGU,Human factor
"Jun 23, 1934",VH-UNE,Human factor
"Jun 16, 1934",G-ABYO,Human factor
"Jun 10, 1934",CCCP-A302,Human factor
"Jun 10, 1934",CCCP-L1528,Human factor
"Jun 9, 1934",NC12354,Human factor
"Jun 8, 1934",XB-AEH,Human factor
"Jun 7, 1934",NC13302,Human factor
"Jun 6, 1934",CCCP-L787,Human factor
"May 18, 1934",CCCP-L1075,Human factor
"Apr 28, 1934",CCCP-L1015,Human factor
"Mar 24, 1934",G-EBWT,Human factor
"Mar 24, 1934",CF-CDF,Human factor
"Mar 12, 1934",CCCP-L1502,Human factor
"Mar 1, 1934",VH-UMC,Human factor
"Feb 28, 1934",30-281,Human factor
"Feb 23, 1934",NC13357,Human factor
"Feb 22, 1934",,Human factor
"Feb 22, 1934",,Human factor
"Feb 12, 1934",NC982M,Human factor
"Feb 5, 1934",CCCP-A291,Human factor
"Jan 14, 1934",G-CAKR,Human factor
"Jan 5, 1934",G-ABDV,Human factor
"Jan 1, 1934",F-AMKE,Human factor
"Dec 31, 1933",73,Human factor
"Dec 30, 1933",G-ABLU,Human factor
"Dec 24, 1933",CCCP-Sh629,Human factor
"Dec 22, 1933",OO-AIE,Human factor
"Dec 14, 1933",ZS-AEB,Human factor
"Dec 11, 1933",D-1403,Human factor
"Dec 5, 1933",G-ACKT,Human factor
"Nov 28, 1933",11,Human factor
"Nov 28, 1933",13,Human factor
"Nov 24, 1933",NC16V,Human factor
"Nov 21, 1933",VT-ABQ,Human factor
"Nov 20, 1933",ZK-AAI,Human factor
"Oct 17, 1933",S1121,Human factor
"Oct 15, 1933",VH-UNY,Human factor
"Oct 1, 1933",G-AAHR,Human factor
"Sep 28, 1933",G-ABWV,Human factor
"Sep 5, 1933",CCCP-J5,Human factor
"Aug 30, 1933",G-AAGS,Human factor
"Aug 25, 1933",CCCP-A198,Human factor
"Aug 18, 1933",CCCP-L150,Human factor
"Aug 18, 1933",CCCP-S227,Human factor
"Aug 15, 1933",CF-AJP,Human factor
"Aug 13, 1933",CCCP-Sh90,Human factor
"Aug 13, 1933",CCCP-Sh480,Human factor
"Jul 12, 1933",K1800,Human factor
"Jul 7, 1933",EI-AAI,Human factor
"Jul 1, 1933",I-DINI,Human factor
"Jun 27, 1933",CCCP-Sh566,Human factor
"Jun 1, 1933",31-388,Human factor
"May 19, 1933",J8533,Human factor
"May 19, 1933",J8676,Human factor
"May 18, 1933",K1225,Human factor
"May 12, 1933",NC13320,Human factor
"May 11, 1933",CCCP-L463,Human factor
"May 3, 1933",G-AAWX,Human factor
"Apr 30, 1933",G-ABZC,Human factor
"Apr 27, 1933",NC657E,Human factor
"Apr 15, 1933",CCCP-A196,Human factor
"Mar 11, 1933",NC9723,Human factor
"Feb 13, 1933",CCCP-L455,Human factor
"Feb 8, 1933",CCCP-L481,Human factor
"Jan 20, 1933",NC490W,Human factor
"Jan 20, 1933",NC11721,Human factor
"Jan 14, 1933",G-AAYJ,Human factor
"Dec 26, 1932",VH-UMJ,Human factor
"Dec 14, 1932",NC281,Human factor
"Dec 10, 1932",F-AIUT,Human factor
"Dec 6, 1932",A7-41,Human factor
"Nov 30, 1932",G-CAGD,Human factor
"Nov 25, 1932",NC369M,Human factor
"Nov 6, 1932",NC640K,Human factor
"Nov 2, 1932",D-724,Human factor
"Oct 29, 1932",G-ABFU,Human factor
"Oct 27, 1932",CCCP-Z1,Human factor
"Oct 5, 1932",G-AAUJ,Human factor
"Sep 27, 1932",NC417E,Human factor
"Sep 17, 1932",F-AIFE,Human factor
"Sep 15, 1932",S1128,Human factor
"Aug 26, 1932",K1816,Human factor
"Aug 16, 1932",PK-AFE,Human factor
"Jul 29, 1932",D-1296,Human factor
"Jun 9, 1932",K1815,Human factor
"May 25, 1932",F-AJRY,Human factor
"May 22, 1932",G-ABFO,Human factor
"May 21, 1932",G-ABTT,Human factor
"May 12, 1932",852,Human factor
"May 6, 1932",K1050,Human factor
"May 6, 1932",K1042,Human factor
"Apr 29, 1932",K1253,Human factor
"Mar 20, 1932",VT-ABJ,Human factor
"Mar 20, 1932",D-548,Human factor
"Mar 19, 1932",NC652E,Human factor
"Mar 8, 1932",NC11122,Human factor
"Mar 7, 1932",CCCP-L228,Human factor
"Feb 15, 1932",S1332,Human factor
"Jan 29, 1932",CH-273,Human factor
"Jan 27, 1932",,Human factor
"Jan 25, 1932",NC12178,Human factor
"Jan 5, 1932",NR7973,Human factor
"Dec 31, 1931",NC708Y,Human factor
"Dec 16, 1931",G-CAKY,Human factor
"Nov 28, 1931",K1203,Human factor
"Nov 24, 1931",K1210,Human factor
"Nov 10, 1931",5103,Human factor
"Nov 10, 1931",5104,Human factor
"Oct 9, 1931",VH-UFK,Human factor
"Sep 28, 1931",79,Human factor
"Sep 28, 1931",97,Human factor
"Sep 27, 1931",CH-278,Human factor
"Sep 18, 1931",G-AAKR,Human factor
"Sep 3, 1931",9,Human factor
"Sep 3, 1931",5,Human factor
"Sep 1, 1931",5112,Human factor
"Sep 1, 1931",5106,Human factor
"Aug 2, 1931",G-AAUL,Human factor
"Jul 15, 1931",F-AJRB,Human factor
"Jul 13, 1931",G-EBQE,Human factor
"Jun 3, 1931",G-AAUK,Human factor
"May 22, 1931",VH-UNR,Human factor
"May 12, 1931",J8751,Human factor
"May 4, 1931",G-CAPE,Human factor
"Apr 23, 1931",K1838,Human factor
"Apr 8, 1931",,Human factor
"Apr 8, 1931",,Human factor
"Apr 5, 1931",G-CATI,Human factor
"Mar 18, 1931",VH-UQF,Human factor
"Mar 7, 1931",H2975,Human factor
"Feb 8, 1931",ZK-ACA,Human factor
"Feb 4, 1931",N238,Human factor
"Jan 27, 1931",NC9647,Human factor
"Jan 25, 1931",G-AACW,Human factor
"Jan 12, 1931",F9178,Human factor
"Jan 8, 1931",OO-AIL,Human factor
"Dec 9, 1930",,Human factor
"Nov 1, 1930",G-AAEI,Human factor
"Oct 30, 1930",CH-161,Human factor
"Oct 20, 1930",1717,Human factor
"Oct 10, 1930",CF-AEV,Human factor
"Sep 4, 1930",,Human factor
"Sep 3, 1930",D-5,Human factor
"Sep 2, 1930",A-3,Human factor
"Aug 26, 1930",,Human factor
"Aug 23, 1930",NC360E,Human factor
"Aug 22, 1930",OK-FOR,Human factor
"Aug 5, 1930",G-CAJB,Human factor
"Jul 20, 1930",G-EBUR,Human factor
"Jul 2, 1930",NC1648,Human factor
"Jul 2, 1930",CF-AAF,Human factor
"Jun 29, 1930",N878H,Human factor
"Jun 29, 1930",G-AAHX,Human factor
"Jun 22, 1930",G-AAXN,Human factor
"Jun 13, 1930",J8820,Human factor
"Jun 6, 1930",J8709,Human factor
"May 21, 1930",G-EBZY,Human factor
"May 10, 1930",F-AJPD,Human factor
"Apr 27, 1930",VH-UJW,Human factor
"Apr 26, 1930",D-467,Human factor
"Apr 21, 1930",G-AALM,Human factor
"Apr 8, 1930",,Human factor
"Apr 8, 1930",,Human factor
"Apr 2, 1930",F-AKDI,Human factor
"Apr 1, 1930",J8159,Human factor
"Mar 6, 1930",VH-UGZ,Human factor
"Feb 23, 1930",NC279E,Human factor
"Feb 16, 1930",G-CANL,Human factor
"Feb 14, 1930",G-EBNA,Human factor
"Feb 3, 1930",NC801H,Human factor
"Feb 3, 1930",NC355E,Human factor
"Jan 18, 1930",CCCP-225,Human factor
"Jan 8, 1930",J8981,Human factor
"Jan 8, 1930",J8716,Human factor
"Jan 5, 1930",A7-10,Human factor
"Jan 2, 1930",NC8420,Human factor
"Jan 2, 1930",NC9691,Human factor
"Dec 24, 1929",G-AADV,Human factor
"Dec 17, 1929",J9479,Human factor
"Dec 15, 1929",G-CAUC,Human factor
"Nov 30, 1929",NC9052,Human factor
"Nov 20, 1929",I-TACO,Human factor
"Nov 9, 1929",NC10002,Human factor
"Nov 6, 1929",D-903,Human factor
"Nov 2, 1929",NC786E,Human factor
"Oct 29, 1929",F-2,Human factor
"Oct 29, 1929",CCCP-150,Human factor
"Oct 29, 1929",,Human factor
"Oct 5, 1929",29,Human factor
"Oct 5, 1929",47,Human factor
"Sep 28, 1929",,Human factor
"Sep 23, 1929",G-CADP,Human factor
"Sep 13, 1929",NC38E,Human factor
"Sep 6, 1929",G-EBMZ,Human factor
"Aug 26, 1929",El Oriente,Human factor
"Aug 26, 1929",NC894E,Human factor
"Aug 24, 1929",CCCP-217,Human factor
"Aug 22, 1929",G-CAKU,Human factor
"Aug 16, 1929",F-AIFX,Human factor
"Aug 15, 1929",G-CATV,Human factor
"Aug 13, 1929",F-AFBA,Human factor
"Jul 30, 1929",NC6617,Human factor
"Jul 29, 1929",G-AAJU,Human factor
"Jul 29, 1929",G-AAKL,Human factor
"Jul 28, 1929",G-AAMC,Human factor
"Jul 17, 1929",,Human factor
"Jul 4, 1929",G-AAED,Human factor
"Jun 29, 1929",D-1620,Human factor
"Jun 28, 1929",CF-AEZ,Human factor
"Jun 28, 1929",G-CANS,Human factor
"Apr 26, 1929",ZK-AAP,Human factor
"Apr 21, 1929",NC9636,Human factor
"Apr 12, 1929",203,Human factor
"Mar 25, 1929",,Human factor
"Mar 8, 1929",G-AABA,Human factor
"Mar 7, 1929",H-3,Human factor
"Feb 1, 1929",D-899,Human factor
"Jan 21, 1929",A7-8,Human factor
"Dec 26, 1928",G-AUME,Human factor
"Dec 23, 1928",NC278,Human factor
"Nov 30, 1928",,Human factor
"Nov 23, 1928",NC7687,Human factor
"Nov 15, 1928",F-AISN,Human factor
"Nov 7, 1928",E3150,Human factor
"Oct 13, 1928",G-EBSS,Human factor
"Oct 2, 1928",NC5339,Human factor
"Sep 29, 1928",I-PLIF,Human factor
"Sep 20, 1928",G-EBFM,Human factor
"Sep 4, 1928",G-AUHI,Human factor
"Sep 2, 1928",J8107,Human factor
"Aug 17, 1928",J9016,Human factor
"Aug 17, 1928",J7795,Human factor
"Jul 31, 1928",P-PAAA,Human factor
"Jul 24, 1928",H-NABR,Human factor
"Jul 13, 1928",G-CASX,Human factor
"Jul 7, 1928",G-EBZN,Human factor
"Jun 28, 1928",NC1123,Human factor
"Jun 22, 1928",A3-37,Human factor
"May 12, 1928",NC1492,Human factor
"May 4, 1928",S-AABM,Human factor
"Mar 22, 1928",J8581,Human factor
"Mar 19, 1928",G-CAHS,Human factor
"Feb 5, 1928",G-EBLS,Human factor
"Jan 20, 1928",F-AIBX,Human factor
"Jan 8, 1928",NC3780,Human factor
"Nov 8, 1927",F-AIBR,Human factor
"Oct 19, 1927",G-CAOH,Human factor
"Sep 6, 1927",G-EBRC,Human factor
"Aug 1, 1927",F-AIGL,Human factor
"Jul 18, 1927",G-EBMO,Human factor
"May 20, 1927",,Human factor
"Apr 26, 1927",NX179,Human factor
"Apr 21, 1927",A6-26,Human factor
"Apr 21, 1927",A6-5,Human factor
"Apr 19, 1927",J7714,Human factor
"Apr 3, 1927",8,Human factor
"Apr 2, 1927",G-EBKU,Human factor
"Jan 7, 1927",AC-29183,Human factor
"Jan 7, 1927",AC-32975,Human factor
"Dec 22, 1926",AC-30859,Human factor
"Oct 8, 1926",G-CAOB,Human factor
"Oct 3, 1926",621,Human factor
"Sep 21, 1926",,Human factor
"Sep 5, 1926",A6-17,Human factor
"Sep 2, 1926",G-EASG,Human factor
"Aug 20, 1926",656,Human factor
"Aug 18, 1926",F-AIEB,Human factor
"Jul 21, 1926",G-CAOO,Human factor
"Jul 1, 1926",A6-13,Human factor
"Jun 21, 1926",H-NACL,Human factor
"Jun 3, 1926",A3-27,Human factor
"Apr 10, 1926",F9184,Human factor
"Apr 10, 1926",H9535,Human factor
"Feb 24, 1926",,Human factor
"Feb 12, 1926",J7451,Human factor
"Feb 11, 1926",A6-28,Human factor
"Feb 5, 1926",F-AFEF,Human factor
"Jan 8, 1926",G-EBLU,Human factor
"Dec 11, 1925",F-AEEN,Human factor
"Oct 17, 1925",F-AEGZ,Human factor
"Sep 26, 1925",F-AHDC,Human factor
"Sep 21, 1925",E9410,Human factor
"Sep 9, 1925",D-409,Human factor
"Aug 16, 1925",N4039,Human factor
"Jun 26, 1925",F-AHBH,Human factor
"May 1, 1925",N9756,Human factor
"Dec 29, 1924",270,Human factor
"Aug 1, 1924",297,Human factor
"Jun 20, 1924",O-BAFK,Human factor
"Jan 22, 1924",F-GEAO,Human factor
"Oct 30, 1923",,Human factor
"Sep 14, 1923",G-EBBS,Human factor
"Aug 26, 1923",G-EAWD,Human factor
"Feb 26, 1923",291,Human factor
"Jan 18, 1923",A-3359,Human factor
"Jan 18, 1923",223,Human factor
"Dec 3, 1922",F-ALNA,Human factor
"Oct 30, 1922",F-FRAV,Human factor
"Aug 27, 1922",G-EALD,Human factor
"Aug 20, 1922",G-EBAV,Human factor
"Jul 7, 1922",F8747,Human factor
"Jul 7, 1922",H2364,Human factor
"May 28, 1922",G-EBDE,Human factor
"May 17, 1922",H-NABT,Human factor
"Apr 13, 1922",G-EBBZ,Human factor
"Apr 7, 1922",G-EAWO,Human factor
"Apr 7, 1922",F-GEAD,Human factor
"Mar 29, 1922",CH-77,Human factor
"Jan 14, 1922",G-EATN,Human factor
"Jan 13, 1922",H102,Human factor
"Jan 13, 1922",E8474,Human factor
"Nov 30, 1921",AS-63604,Human factor
"Nov 30, 1921",AS-63033,Human factor
"Nov 26, 1921",G-EAFQ,Human factor
"Sep 6, 1921",F-ADCD,Human factor
"Mar 10, 1921",F8423,Human factor
"Feb 22, 1921",67,Human factor
"Feb 18, 1921",D-128,Human factor
"Feb 18, 1921",124,Human factor
"Feb 8, 1921",A-26,Human factor
"Jan 25, 1921",O-BAIN,Human factor
"Dec 14, 1920",G-EAMA,Human factor
"Nov 6, 1920",178,Human factor
"Oct 16, 1920",76,Human factor
"Sep 27, 1920",31679,Human factor
"Aug 16, 1920",31704,Human factor
"Jul 20, 1920",Santa Marta,Human factor
"Jun 30, 1920",G-EAKE,Human factor
"May 25, 1920",88,Human factor
"May 15, 1920",103,Human factor
"May 12, 1920",79,Human factor
"Apr 19, 1920",91,Human factor
"Mar 30, 1920",72,Human factor
"Mar 10, 1920",65,Human factor
"Oct 24, 1919",90,Human factor
"Oct 16, 1919",87,Human factor
"Oct 14, 1919",32,Human factor
"Jul 21, 1919",86,Human factor
"Jul 18, 1919",E5557,Human factor
"Dec 16, 1918",97,Human factor
"Dec 29, 2024",HL8088,Other causes
"Nov 8, 2020",TG-SMT,Other causes
"Oct 30, 2020",PR-LMP,Other causes
"Aug 22, 2020",EX-126,Other causes
"Jul 22, 2020",ET-ARH,Other causes
"Feb 20, 2020",RA-40642,Other causes
"Jan 16, 2020",N547LM,Other causes
"Sep 15, 2019",HK-5229,Other causes
"Aug 16, 2019",5Y-SLM,Other causes
"Aug 15, 2019",VQ-BOZ,Other causes
"Jul 19, 2019",N68083,Other causes
"May 3, 2019",N732MA,Other causes
"Nov 9, 2018",4180,Other causes
"Jul 27, 2018",9S-GFS,Other causes
"Jul 11, 2018",HK-3293,Other causes
"Oct 24, 2016",XA-ALA,Other causes
"Oct 24, 2016",ET-ANY,Other causes
"May 19, 2016",60-0047,Other causes
"Dec 4, 2015",VT-SUC,Other causes
"Nov 4, 2015",EY-406,Other causes
"Apr 25, 2015",TC-JPE,Other causes
"Jan 4, 2015",5Y-SIB,Other causes
"Dec 30, 2014",AP-BJN,Other causes
"May 30, 2014",PR-TKB,Other causes
"Mar 28, 2014",KC-3803,Other causes
"Feb 2, 2014",EY-623,Other causes
"Jul 7, 2013",N93PC,Other causes
"Apr 29, 2013",N949CA,Other causes
"Mar 22, 2013",9Q-CTC,Other causes
"Dec 21, 2012",N753CC,Other causes
"Nov 17, 2012",N6763L,Other causes
"Oct 7, 2012",VP-MON,Other causes
"Jun 12, 2012",C-FTTW,Other causes
"May 2, 2012",5Y-NGO,Other causes
"Feb 13, 2012",YR-SBK,Other causes
"Jan 12, 2012",5Y-BSA,Other causes
"Nov 11, 2011",N600KM,Other causes
"Sep 9, 2011",PK-VVE,Other causes
"Sep 4, 2011",N840HK,Other causes
"Aug 28, 2011",RA-01105,Other causes
"Aug 3, 2011",C-GKFP,Other causes
"Jul 28, 2011",HL7604,Other causes
"Apr 15, 2011",CC-CZC,Other causes
"Apr 2, 2011",N652GD,Other causes
"Sep 22, 2010",C-FSIK,Other causes
"Sep 3, 2010",N571UP,Other causes
"Jul 24, 2010",C-FGYK,Other causes
"May 6, 2010",RA-40373,Other causes
"Jan 2, 2010",9Q-CAA,Other causes
"Dec 7, 2009",ZS-SJW,Other causes
"Nov 28, 2009",C-GTMC,Other causes
"Nov 3, 2009",Z-WPJ,Other causes
"Jul 9, 2009",C-GNAF,Other causes
"Mar 26, 2009",RA-65981,Other causes
"Mar 6, 2009",VT-XRM,Other causes
"Feb 18, 2009",PNC-0211,Other causes
"Feb 7, 2009",PT-SEA,Other causes
"Jan 15, 2009",N106US,Other causes
"Dec 21, 2008",N165TW,Other causes
"Dec 14, 2008",ZK-LTC,Other causes
"Nov 10, 2008",EI-DYG,Other causes
"May 25, 2008",N704CK,Other causes
"May 7, 2008",ZS-KKR,Other causes
"Mar 4, 2008",N113SH,Other causes
"Nov 8, 2007",ST-JUA,Other causes
"Oct 17, 2007",G-CHES,Other causes
"Aug 27, 2007",HK-4117,Other causes
"Jul 29, 2007",RA-93912,Other causes
