date,category,type,operator,yom,engine,engine_model,flight_phase,flight_type,site,location,country,region,latitude,longitude,aircraft_damage,occupants,fatalities,other_fatalities,cause
2016-01-03,Unknown,Beechcraft 90 King Air,Supermercados Shibata,2008,Unknown,Unknown,Landing (descent or approach),Positioning,Mountains,"Paraty, Rio de Janeiro",Brazil,South America,-23.2196461,-44.7154196,Unknown,2,2,0,Human factor
2016-01-06,Unknown,Pilatus PC-12,PlaneSense,2008,Unknown,Unknown,Takeoff (climb),Positioning,Airport (less than 10 km from airport),"Savannah, Georgia",United States of America,North America,32.0790074,-81.0921335,Unknown,2,0,0,Human factor
2016-01-08,Accident,Canadair RegionalJet CRJ-200,West Air Sweden,1993,Multi Jet Engines,General Electric CF34-3B1,Flight,Cargo,Mountains,"Akkajaure Lake, Norrbotten",Sweden,Europe,59.6749712,14.5208584,Destroyed,2,2,0,Technical failure
2016-01-18,Accident,Cessna 525 CitationJet CJ1,Donald L. Baker,1999,Multi Jet Engines,Williams International FJ44-1A,Flight,Private,"Plain, Valley","Cedar Fort, Utah",United States of America,North America,40.3272249,-112.106845,Destroyed,2,2,0,Human factor
2016-01-19,Unknown,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),No Boundaries Aviation,1995,Unknown,Unknown,Flight,Training,"Plain, Valley","Ottawa, Kansas",United States of America,North America,39.1273653,-97.6568094,Unknown,2,0,0,Weather
2016-01-28,Accident,Cessna 208A Caravan,Hamilton Island Air,2010,1 Turboprop engine,Pratt & Whitney Canada PT6A-114,Landing (descent or approach),Scheduled Revenue Flight,"Lake, Sea, Ocean, River","Whitsunday Island, Queensland",Australia,Oceania,-20.2419212,148.98083914439644,Substantial,11,0,0,Human factor
2016-01-28,Accident,McDonnell Douglas MD-83,Zagros Airlines,1990,Multi Jet Engines,Pratt & Whitney JT8D-219,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Mashhad, Razavi Khorasan",Iran,Asia,36.2974945,59.6059232,Substantial,162,0,0,Human factor
2016-01-29,Unknown,Cessna 425 Conquest,Eros Air,1981,Unknown,Unknown,Landing (descent or approach),Training,Airport (less than 10 km from airport),"Windhoek-Hosea Kutako, Khomas Region",Namibia,Africa,-22.4822038,17.472054302453607,Unknown,3,3,0,Human factor
2016-01-30,Accident,Rockwell Sabreliner 75,Private American,1977,Unknown,General Electric CF700,Landing (descent or approach),Illegal (smuggling),Airport (less than 10 km from airport),"Santiago de Querétaro, Querétaro",Mexico,Central America,20.5922997,-100.3917424,Substantial,0,0,0,Human factor
2016-02-01,Unknown,Socata TBM-900,Robson Guimaraes,2015,Unknown,Unknown,Takeoff (climb),Private,"Lake, Sea, Ocean, River","Florianópolis-Hercílio Luz, Santa Catarina",Brazil,South America,-27.670113450000002,-48.54468648648172,Unknown,2,2,0,Human factor
2016-02-06,Accident,PZL-Mielec AN-2,Light Air,1986,1 Piston engine,Shvetsov ASh-62IR,Flight,Survey / Patrol / Reconnaissance,"Plain, Valley","Gai, Orenburg oblast",Russia,Asia,51.471443,58.440517,Destroyed,3,3,0,Human factor
2016-02-10,Accident,Beechcraft 1900D,Myanmar Air Force - Tatmadaw Lei,1995,Multi Turboprop Engines,Unknown,Takeoff (climb),Military,Airport (less than 10 km from airport),"Naypyidaw, Mandalay Region",Myanmar,Asia,17.1750495,95.9999652,Destroyed,5,5,0,Unknown
2016-02-16,Unknown,Embraer EMB-820 Navajo/Carajá,Agropecuária Jogil,1976,Unknown,Unknown,Flight,Executive/Corporate/Business,"Plain, Valley","Santa Isabel, São Paulo",Brazil,South America,-23.3194222,-46.2271903,Unknown,3,0,0,Unknown
2016-02-24,Accident,De Havilland DHC-6 Twin Otter,Tara Air,2015,Multi Turboprop Engines,Pratt & Whitney Canada PT6A-34,Flight,Scheduled Revenue Flight,Mountains,"Dana, Dhawalagiri",Nepal,Asia,28.3780464,83.9999901,Destroyed,23,23,0,Human factor
2016-02-26,Accident,Casa-Nurtanio CN-235 (IPTN),Royal Malaysian Air Force - Tentera Udara Diraja Malaysia,2005,Multi Turboprop Engines,Unknown,Flight,Training,"Lake, Sea, Ocean, River","Kuala Selangor, Selangor",Malaysia,Asia,3.3621022,101.3455503,Destroyed,8,0,0,Technical failure
2016-02-26,Unknown,PAC 750XL - Pacific Aerospace Corporation,Air Kasthamandap,2009,Unknown,Unknown,Flight,Scheduled Revenue Flight,"Plain, Valley","Chilkhaya, Karnali",Nepal,Asia,29.1125935,81.795452,Unknown,11,2,0,Unknown
2016-03-02,Unknown,Travel Air 4000,Daniel J. Murray,1928,Unknown,Unknown,Flight,Private,"Plain, Valley","Palmer Lake, Colorado",United States of America,North America,39.1222138,-104.917204,Unknown,2,2,0,Human factor
2016-03-03,Accident,Cessna 208A Caravan,South African Air Force - SAAF,1988,1 Turboprop engine,Pratt & Whitney Canada PT6A-114,Flight,Training,Airport (less than 10 km from airport),"Langebaanweg AFB, Western Cape",South Africa,Africa,-32.969108,18.168563816090405,Destroyed,2,0,0,Unknown
2016-03-05,Accident,Beechcraft MC-12W Liberty,United States Army,2011,Unknown,Pratt & Whitney Canada PT6A-60A,Flight,Military,"Plain, Valley","Kawrgosk, Arbīl (أربيل)",Iraq,Asia,36.348984349999995,43.80161941663934,Substantial,4,0,0,Technical failure
2016-03-09,Accident,Antonov AN-26,True Aviation,1984,Multi Turboprop Engines,Ivchenko AI-24VT,Takeoff (climb),Cargo,"Lake, Sea, Ocean, River","Cox's Bazar, Chittagong",Bangladesh,Asia,21.176647099999997,92.00350503412564,Destroyed,4,3,0,Human factor
2016-03-14,Accident,Beechcraft Beechjet 400,Flight Options,2005,Multi Jet Engines,Williams International FJ44-3AP,Landing (descent or approach),Positioning,Airport (less than 10 km from airport),"Rome-Richard B. Russell, Georgia",United States of America,North America,39.7837304,-100.445882,Substantial,2,0,0,Human factor
2016-03-15,Accident,IAI Arava 201,Ecuadorian Air Force - Fuerza Aérea Ecuatoriana,1992,Multi Turboprop Engines,Unknown,Flight,Skydiving / Paratroopers,"Plain, Valley","Fátima, Pastaza",Ecuador,South America,-1.4283751,-77.9982648,Destroyed,22,22,0,Unknown
2016-03-16,Accident,Cessna 208B Grand Caravan,Iraqi Air Force - Al Quwwat al Jawwiya al Iraqiya,2008,1 Turboprop engine,Unknown,Flight,Military,"Plain, Valley","Hawijah, Kirkuk (كركوك)",Iraq,Asia,33.0955793,44.1749775,Destroyed,3,3,0,"Terrorism act, hijacking, sabotage, any kind of hostile action"
2016-03-18,Unknown,Cessna 340,Ninerxray Inc.,1978,Unknown,Unknown,Takeoff (climb),Private,Airport (less than 10 km from airport),"Tampa-Peter O’Knight, Florida",United States of America,North America,39.7837304,-100.445882,Unknown,2,2,0,Human factor
2016-03-18,Accident,Beechcraft 1900D,Aircraft Sales & Services Ltd,1993,Multi Turboprop Engines,Pratt & Whitney Canada PT6A-67D,Takeoff (climb),Charter/Taxi (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"Karachi-Muhammad Ali Jinnah-Quaid-e-Azam, Sindh (سنڌ سندھ)",Pakistan,Asia,30.3308401,71.247499,Substantial,21,0,0,Technical failure
2016-03-18,Unknown,Beechcraft 90 King Air,Ciro Nogueira Comercio de Motocicletas,1979,Unknown,Unknown,Landing (descent or approach),Executive/Corporate/Business,Airport (less than 10 km from airport),"Oeiras, Piauí",Brazil,South America,-7.0174887,-42.1314478,Unknown,8,0,0,Human factor
2016-03-19,Accident,Boeing 737-800,FlyDubai,2010,Multi Jet Engines,CFMI CFM56-7B27,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Rostov-on-Don, Rostov oblast",Russia,Asia,47.2610441,39.72490856518773,Destroyed,62,62,0,Human factor
2016-03-19,Unknown,Comp Air CA-9,Roger Agnelli,2012,Unknown,Unknown,Takeoff (climb),Private,City,"Campo de Marte AFB (São Paulo), São Paulo",Brazil,South America,-10.3333333,-53.2,Unknown,7,7,0,Unknown
2016-03-27,Accident,Fokker 100,Bek Air,1992,Multi Jet Engines,Rolls-Royce Tay 650-15,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Astana, Akmola",Kazakhstan,Asia,51.1282205,71.4306682,Substantial,121,0,0,Technical failure
2016-03-29,Accident,Antonov AN-26,Russian Air Force - Voyenno-vozdushnye sily Rossii,1982,Multi Turboprop Engines,Ivchenko AI-24,Takeoff (climb),Military,Airport (less than 10 km from airport),"Rostov-on-Don, Rostov oblast",Russia,Asia,47.2610441,39.72490856518773,Substantial,0,0,0,Technical failure
2016-03-29,Unknown,Mitsubishi MU-2 Marquise,Aéro Teknic,1982,Unknown,Unknown,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"Le Havre-aux-Maisons (Magdalen Islands), Quebec",Canada,North America,61.0666922,-107.991707,Unknown,7,7,0,Human factor
2016-04-01,Accident,Cessna 208B Grand Caravan,Aero Servicios Empresariales,2009,1 Turboprop engine,Pratt & Whitney Canada PT6A-114A,Flight,Charter/Taxi (Non Scheduled Revenue Flight),"Plain, Valley","Tayoltita, Durango",Mexico,Central America,24.1068739,-105.9250572,Destroyed,10,3,0,Technical failure
2016-04-01,Unknown,Cessna 421B Golden Eagle II,Private Dominican,1971,Unknown,Unknown,Flight,Private,"Lake, Sea, Ocean, River","Sabaneta de Palmas, Zulia",Venezuela,South America,10.7924526,-71.5610925,Unknown,0,0,0,Unknown
2016-04-03,Accident,PZL-Mielec AN-2,Technoservis-A,1997,1 Piston engine,Unknown,Takeoff (climb),Spraying (Agricultural),"Plain, Valley","Aksarino, Republic of Tatarstan",Russia,Asia,55.3423263,51.9065447,Substantial,1,0,0,Human factor
2016-04-03,Unknown,Piper PA-42 Cheyenne,Private Isreali,1989,Unknown,Unknown,Takeoff (climb),Private,"Lake, Sea, Ocean, River","Tel Aviv-Sde Dov, Tel Aviv District",Israel,Asia,32.1035364,34.7770671,Unknown,2,0,0,Technical failure
2016-04-04,Accident,ATR42-600,TransNusa Aviation Mandiri,2014,Multi Turboprop Engines,Pratt & Whitney Canada PW127M,Taxiing,Unknown,Airport (less than 10 km from airport),"Jakarta-Halim Perdanakusuma, City District of Jakarta",Indonesia,Asia,-2.4833826,117.8902853,Destroyed,2,0,0,Human factor
2016-04-06,Accident,BAe 125,Japan Air Self-Defense Force - Kōkū Jieitai,1993,Unknown,Unknown,Landing (descent or approach),Calibration,Mountains,"Kanoya AFB, Kyūshū",Japan,Asia,36.5748441,139.2394179,Destroyed,6,6,0,Human factor
2016-04-06,Unknown,Douglas DC-3,Arall Colombia - Aerolineas Llaneras,1945,Unknown,Unknown,Takeoff (climb),Cargo,Airport (less than 10 km from airport),"Puerto Gaitán, Casanare",Colombia,South America,6.2261784,-71.4326372,Unknown,3,0,0,Technical failure
2016-04-09,Unknown,Rockwell Grand Commander 690,Mickey L. Brethower,1978,Unknown,Unknown,Flight,Training,"Plain, Valley","Hare, Texas",United States of America,North America,30.6710292,-97.2730511,Unknown,2,2,0,Unknown
2016-04-09,Accident,De Havilland DHC-6 Twin Otter,Skydive San Marcos,1966,Multi Turboprop Engines,Pratt & Whitney Canada PT6A-60A,Landing (descent or approach),Skydiving / Paratroopers,Airport (less than 10 km from airport),"Fentress, Texas",United States of America,North America,29.7559083,-97.7768042,Substantial,2,0,0,Human factor
2016-04-13,Accident,Britten-Norman Islander,Sunbird Aviation (PNG),1983,Unknown,Allison 250-B17C,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"Kiunga, Western (Fly)",Papua New Guinea,Oceania,-6.1159886,141.2981755,Destroyed,12,12,0,Human factor
2016-04-14,Unknown,Antonov AN-2,Private Russian,1997,Unknown,Unknown,Flight,Spraying (Agricultural),"Plain, Valley","Maryevka, Samara oblast",Russia,Asia,64.6863136,97.7453061,Unknown,1,1,0,Unknown
2016-04-19,Unknown,Beechcraft 90 King Air,St Tammany Parish Mosquito Abatement District,1968,Unknown,Unknown,Landing (descent or approach),Spraying (Agricultural),Airport (less than 10 km from airport),"Slidell, Louisiana",United States of America,North America,30.2751945,-89.7811745,Unknown,2,2,0,Human factor
2016-04-20,Accident,Beechcraft 1900D,Air Canada Express,1994,Multi Turboprop Engines,Pratt & Whitney Canada PT6A-67D,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Gander, Newfoundland & Labrador",Canada,North America,48.9592291,-54.6187879,Substantial,16,0,0,Human factor
2016-04-21,Accident,Beechcraft 300 Super King Air,Agropecuária Otura,1985,Unknown,Unknown,Landing (descent or approach),Private,Airport (less than 10 km from airport),"Porto Seguro-Terravista Golf Club, Bahia",Brazil,South America,-10.3333333,-53.2,Substantial,10,0,0,Human factor
2016-04-24,Accident,Swearingen SA226AT Merlin IV,Flightline - Spain,1977,Multi Turboprop Engines,Garrett TPE331-10UA-511G,Landing (descent or approach),Training,Airport (less than 10 km from airport),"Girona, Catalonia",Spain,Europe,41.9793006,2.8199439,Substantial,2,0,0,Human factor
2016-04-26,Unknown,Swearingen SA226T Merlin III,Medelair,1974,Unknown,Unknown,Landing (descent or approach),Private,Airport (less than 10 km from airport),"Andorra-La Seu d'Urgell, Catalonia",Spain,Europe,42.36085500873409,1.4573396232463756,Unknown,5,0,0,Technical failure
2016-04-26,Unknown,Cessna 421B Golden Eagle II,Russell N. Smith,1972,Unknown,Unknown,Takeoff (climb),Private,Airport (less than 10 km from airport),"Foley, Alabama",United States of America,North America,30.4065868,-87.6835974,Unknown,1,0,0,Human factor
2016-04-28,Accident,Embraer ERJ-190,Transportes Aéreos Mercantiles Ecuatorianos - TAME,2010,Multi Jet Engines,General Electric CF34-10E6,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Cuenca-Mariscal La Mar, Azuay",Ecuador,South America,-1.3397668,-79.3666965,Substantial,93,0,0,Human factor
2016-04-30,Accident,Fokker 50,Air Vallée,1988,Multi Turboprop Engines,Pratt & Whitney Canada PW125B,Landing (descent or approach),Scheduled Revenue Flight,Airport (less than 10 km from airport),"Catania, Sicily",Italy,Europe,37.5023612,15.0873718,Substantial,21,0,0,Technical failure
2016-04-30,Unknown,Antonov AN-26,Sudanese Air Force - Al Quwwat al-Jawwiya As-Sudaniya,1997,Unknown,Unknown,Landing (descent or approach),Military,Airport (less than 10 km from airport),"El Obeid, North Kurdufan (شمال كردفان)",Sudan,Africa,13.183366,30.222559,Unknown,5,5,0,Unknown
2016-05-05,Accident,Convair CV-580,Conair Aviation,1953,Multi Turboprop Engines,Allison 501-D13D,Landing (descent or approach),Fire fighting,Airport (less than 10 km from airport),"Manning, Alberta",Canada,North America,56.9234624,-117.627262,Substantial,2,0,0,Unknown
2016-05-06,Accident,PZL-Mielec AN-2,American Airpower Heritage Museum,1985,1 Piston engine,Shvetsov ASh-62IR,Landing (descent or approach),Training,Airport (less than 10 km from airport),"San Bernardino, California",United States of America,North America,34.8253019,-116.0833144,Substantial,2,0,0,Technical failure
2016-05-10,Unknown,De Havilland DHC-2 Beaver,Rennie Equipment,1959,Unknown,Unknown,Takeoff (climb),Private,"Plain, Valley","Lumby, British Columbia",Canada,North America,50.2501374,-118.9656007,Unknown,3,0,0,Technical failure
2016-05-12,Accident,Cessna 208B Grand Caravan,Flanagan Enterprises - USA,1992,1 Turboprop engine,Pratt & Whitney Canada PT6A-42A,Takeoff (climb),Skydiving / Paratroopers,Airport (less than 10 km from airport),"Lodi, California",United States of America,North America,38.1342805,-121.2736022,Substantial,18,0,0,Technical failure
2016-05-18,Accident,Antonov AN-12,Silk Way Airlines,1963,Multi Turboprop Engines,Ivchenko AI-20M-6,Takeoff (climb),Cargo,Airport (less than 10 km from airport),"Camp Dwyer AFB, Helmand",Afghanistan,Asia,33.7680065,66.2385139,Destroyed,9,7,0,Technical failure
2016-05-19,Accident,Airbus A320,Egyptair,2003,Multi Jet Engines,IAE V2527-A5,Flight,Scheduled Revenue Flight,"Lake, Sea, Ocean, River","Mediterranean Sea, All World",World,World,33.9744819,-118.269835,Destroyed,66,66,0,Unknown
2016-05-19,Unknown,Boeing B-52 Stratofortress,United States Air Force - USAF (since 1947),1960,Unknown,Unknown,Takeoff (climb),Military,Airport (less than 10 km from airport),"Andersen AFB, All Guam Island",Guam Island,Asia,13.45011745,144.7577087765826,Unknown,7,0,0,Other causes
2016-05-31,Unknown,Piaggio P.1HH HammerHead,Piaggio Aerospace,1997,Unknown,Unknown,Flight,Test,"Lake, Sea, Ocean, River","Trapani, Sicily",Italy,Europe,38.0173961,12.5160225,Unknown,0,0,0,Technical failure
2016-05-31,Unknown,Rockwell Aero Commander 700 (Fuji FA-300),Ecom Systems,1980,Unknown,Unknown,Flight,Executive/Corporate/Business,"Plain, Valley","Beaverdell, British Columbia",Canada,North America,49.4343519,-119.0884516,Unknown,6,0,0,Technical failure
2016-06-03,Accident,Cessna 208B Grand Caravan,Lady Lori (Kenya) Ltd,2009,1 Turboprop engine,Pratt & Whitney Canada PT6A-114A,Takeoff (climb),Charter/Taxi (Non Scheduled Revenue Flight),Airport (less than 10 km from airport),"Akobo, Jonglei (جونقلي)",South Sudan,Africa,7.814681,32.82607771520023,Substantial,5,0,0,Human factor
2016-06-06,Accident,Cessna 560 Citation V Ultra,Red Wing Aeroplane Company,1994,Multi Jet Engines,Pratt & Whitney Canada JT15D-5,Landing (descent or approach),Private,Airport (less than 10 km from airport),"Gainesville, Florida",United States of America,North America,29.6519684,-82.3249846,Substantial,3,0,0,Unknown
2016-06-06,Accident,McDonnell Douglas MD-11,United Parcel Service - UPS,1995,Multi Jet Engines,Pratt & Whitney PW4460,Takeoff (climb),Cargo,Airport (less than 10 km from airport),"Seoul-Incheon, Incheon (인천)",South Korea,Asia,37.57913485,126.78002216622326,Substantial,4,0,0,Technical failure
2016-06-11,Unknown,Pilatus PC-6 (Porter & Turbo Porter),Skydive Kalifornia (Skydive Toscana),2000,Unknown,Unknown,Flight,Skydiving / Paratroopers,"Plain, Valley","Cecina, Tuscany",Italy,Europe,43.3113449,10.5173443,Unknown,9,2,0,Human factor
2016-06-14,Unknown,Antonov AN-32,Coco Aviation,1988,Unknown,Unknown,Landing (descent or approach),Humanitarian,Airport (less than 10 km from airport),"Bor, Jonglei (جونقلي)",South Sudan,Africa,6.2108741,31.5614397,Unknown,3,0,0,Unknown
2016-06-14,Unknown,Cessna 208B Grand Caravan,Associated Mission Aviation - AMA,2014,Unknown,Unknown,Landing (descent or approach),Cargo,Airport (less than 10 km from airport),"Lolat, Special Region of Papua",Indonesia,Asia,-2.4833826,117.8902853,Unknown,3,0,0,Unknown
2016-06-16,Unknown,Piper PA-31-310 Navajo,Aero National,1980,Unknown,Unknown,Landing (descent or approach),Ambulance,Airport (less than 10 km from airport),"State College-University Park, Pennsylvania",United States of America,North America,40.8025835,-77.85593833184565,Unknown,2,2,0,Human factor
